release,dataSet,met/statusYear,domain/modelVersion,dataSource,dataDestination,diskSize,md5sum
201709,meteo,2015,EMEP01,{THREDDS}/Meteo/{MOD}/{YEAR}/meteo20150118.nc,EMEP_MSC-W_model.rv4.15.OpenSource/meteo2015/EMEP01/,1759571261,5b58c8b7b2a3cd44acd447b60af5c6b4
201709,meteo,2015,EMEP01,{THREDDS}/Meteo/{MOD}/{YEAR}/meteo20150119.nc,EMEP_MSC-W_model.rv4.15.OpenSource/meteo2015/EMEP01/,1783409817,88d96eaa1c2f6fab8f357be6b33e596c
201709,meteo,2015,EMEP01,{THREDDS}/Meteo/{MOD}/{YEAR}/meteo20150120.nc,EMEP_MSC-W_model.rv4.15.OpenSource/meteo2015/EMEP01/,1786502605,07d6a7b4834d744b080417020bf7fb22
201709,meteo,2015,EMEP01,{THREDDS}/Meteo/{MOD}/{YEAR}/meteo20150121.nc,EMEP_MSC-W_model.rv4.15.OpenSource/meteo2015/EMEP01/,1774943217,3e5504a0ed002df9d4b4d70a935cdd49
201709,meteo,2015,EMEP01,{THREDDS}/Meteo/{MOD}/{YEAR}/meteo20150122.nc,EMEP_MSC-W_model.rv4.15.OpenSource/meteo2015/EMEP01/,1766384842,a9f877af43c501f8e3f04956a9e670ba
201709,meteo,2015,EMEP01,{THREDDS}/Meteo/{MOD}/{YEAR}/meteo20150123.nc,EMEP_MSC-W_model.rv4.15.OpenSource/meteo2015/EMEP01/,1792950857,67db64d061892f80e33de0d949d1b789
201709,meteo,2015,EMEP01,{THREDDS}/Meteo/{MOD}/{YEAR}/meteo20150124.nc,EMEP_MSC-W_model.rv4.15.OpenSource/meteo2015/EMEP01/,1771330691,73844e9d743eca00e62de1afc5cb79ac
201709,meteo,2015,EMEP01,{THREDDS}/Meteo/{MOD}/{YEAR}/meteo20150125.nc,EMEP_MSC-W_model.rv4.15.OpenSource/meteo2015/EMEP01/,1761392785,55c67a4ecddd02af0338523ed10b3d0a
201709,meteo,2015,EMEP01,{THREDDS}/Meteo/{MOD}/{YEAR}/meteo20150126.nc,EMEP_MSC-W_model.rv4.15.OpenSource/meteo2015/EMEP01/,1760576545,b2a2dbd647861be1c354258278762dbb
201709,meteo,2015,EMEP01,{THREDDS}/Meteo/{MOD}/{YEAR}/meteo20150127.nc,EMEP_MSC-W_model.rv4.15.OpenSource/meteo2015/EMEP01/,1750073986,66a8cc9eb332192c27aaaf1dd1329ea7
201709,meteo,2015,EMEP01,{THREDDS}/Meteo/{MOD}/{YEAR}/meteo20150128.nc,EMEP_MSC-W_model.rv4.15.OpenSource/meteo2015/EMEP01/,1772750522,a0f8e6b636ae4cbceef6555dfe5b485c
201709,meteo,2015,EMEP01,{THREDDS}/Meteo/{MOD}/{YEAR}/meteo20150129.nc,EMEP_MSC-W_model.rv4.15.OpenSource/meteo2015/EMEP01/,1750434619,75cdf66108f36a673ad1712f269213ba
201709,meteo,2015,EMEP01,{THREDDS}/Meteo/{MOD}/{YEAR}/meteo20150130.nc,EMEP_MSC-W_model.rv4.15.OpenSource/meteo2015/EMEP01/,1753449876,9e96bad8f0d119b1124983ed28f2c4ad
201709,meteo,2015,EMEP01,{THREDDS}/Meteo/{MOD}/{YEAR}/meteo20150131.nc,EMEP_MSC-W_model.rv4.15.OpenSource/meteo2015/EMEP01/,1765688874,2fa26afe13ad6e22e2a33ab659546805
201709,meteo,2015,EMEP01,{THREDDS}/Meteo/{MOD}/{YEAR}/meteo20150201.nc,EMEP_MSC-W_model.rv4.15.OpenSource/meteo2015/EMEP01/,1765541095,944f01d3984b2793e7aefcca468d5fd1
201709,meteo,2015,EMEP01,{THREDDS}/Meteo/{MOD}/{YEAR}/meteo20150202.nc,EMEP_MSC-W_model.rv4.15.OpenSource/meteo2015/EMEP01/,1738581485,cfc40cd189090e7b393acc1e10a3d765
201709,meteo,2015,EMEP01,{THREDDS}/Meteo/{MOD}/{YEAR}/meteo20150203.nc,EMEP_MSC-W_model.rv4.15.OpenSource/meteo2015/EMEP01/,1733480143,3e0ea9c4c3d9fdeba6538bf1adfcd14d
201709,meteo,2015,EMEP01,{THREDDS}/Meteo/{MOD}/{YEAR}/meteo20150204.nc,EMEP_MSC-W_model.rv4.15.OpenSource/meteo2015/EMEP01/,1746005077,c816270db98d581d183bcb44e0e19410
201709,meteo,2015,EMEP01,{THREDDS}/Meteo/{MOD}/{YEAR}/meteo20150205.nc,EMEP_MSC-W_model.rv4.15.OpenSource/meteo2015/EMEP01/,1730962860,9956e32ff6ee7811fcb5d0d5fb57b2fa
201709,meteo,2015,EMEP01,{THREDDS}/Meteo/{MOD}/{YEAR}/meteo20150206.nc,EMEP_MSC-W_model.rv4.15.OpenSource/meteo2015/EMEP01/,1754031703,506d8e530ec9968a72e6187442a5660a
201709,meteo,2015,EMEP01,{THREDDS}/Meteo/{MOD}/{YEAR}/meteo20150207.nc,EMEP_MSC-W_model.rv4.15.OpenSource/meteo2015/EMEP01/,1751895017,19d68c518c062f935235b989ba3a78bd
201709,meteo,2015,EMEP01,{THREDDS}/Meteo/{MOD}/{YEAR}/meteo20150208.nc,EMEP_MSC-W_model.rv4.15.OpenSource/meteo2015/EMEP01/,1767802449,dd11a5b0a05c3694ed8c00316505578a
201709,meteo,2015,EMEP01,{THREDDS}/Meteo/{MOD}/{YEAR}/meteo20150209.nc,EMEP_MSC-W_model.rv4.15.OpenSource/meteo2015/EMEP01/,1795999896,06a9d10cdd845a1336417683eeb59ada
201709,meteo,2015,EMEP01,{THREDDS}/Meteo/{MOD}/{YEAR}/meteo20150210.nc,EMEP_MSC-W_model.rv4.15.OpenSource/meteo2015/EMEP01/,1792628243,44f77be340d894a68ff2726f24325166
201709,meteo,2015,EMEP01,{THREDDS}/Meteo/{MOD}/{YEAR}/meteo20150211.nc,EMEP_MSC-W_model.rv4.15.OpenSource/meteo2015/EMEP01/,1769705172,225a8aea2fddb03e35752d14ea3c9fb9
201709,meteo,2015,EMEP01,{THREDDS}/Meteo/{MOD}/{YEAR}/meteo20150212.nc,EMEP_MSC-W_model.rv4.15.OpenSource/meteo2015/EMEP01/,1771856460,49d9582895dbb7ba55f0612b112d905b
201709,meteo,2015,EMEP01,{THREDDS}/Meteo/{MOD}/{YEAR}/meteo20150213.nc,EMEP_MSC-W_model.rv4.15.OpenSource/meteo2015/EMEP01/,1763187165,f322e765c8d986ee0f4bd7f598e2f80f
201709,meteo,2015,EMEP01,{THREDDS}/Meteo/{MOD}/{YEAR}/meteo20150214.nc,EMEP_MSC-W_model.rv4.15.OpenSource/meteo2015/EMEP01/,1758000894,c111ecc47fc076bf64760603d434a619
201709,meteo,2015,EMEP01,{THREDDS}/Meteo/{MOD}/{YEAR}/meteo20150215.nc,EMEP_MSC-W_model.rv4.15.OpenSource/meteo2015/EMEP01/,1777752875,5e292569314998e6c86a90a8f29ecd2f
201709,meteo,2015,EMEP01,{THREDDS}/Meteo/{MOD}/{YEAR}/meteo20150216.nc,EMEP_MSC-W_model.rv4.15.OpenSource/meteo2015/EMEP01/,1800687220,5b033bb1f9ba40c847afe1c8cabbb5b8
201709,meteo,2015,EMEP01,{THREDDS}/Meteo/{MOD}/{YEAR}/meteo20150217.nc,EMEP_MSC-W_model.rv4.15.OpenSource/meteo2015/EMEP01/,1801576237,9c55f32ac9b5f2b958a0f3694f969d8f
201709,meteo,2015,EMEP01,{THREDDS}/Meteo/{MOD}/{YEAR}/meteo20150218.nc,EMEP_MSC-W_model.rv4.15.OpenSource/meteo2015/EMEP01/,1792657155,6bd06d0affda4916f7828bad0ff8ee19
201709,meteo,2015,EMEP01,{THREDDS}/Meteo/{MOD}/{YEAR}/meteo20150219.nc,EMEP_MSC-W_model.rv4.15.OpenSource/meteo2015/EMEP01/,1780967361,8eff8fdd80aaaf0bc8b3f9ff4bd54a8b
201709,meteo,2015,EMEP01,{THREDDS}/Meteo/{MOD}/{YEAR}/meteo20150220.nc,EMEP_MSC-W_model.rv4.15.OpenSource/meteo2015/EMEP01/,1776598118,2c0821282271cec5e42d49c798216b5e
201709,meteo,2015,EMEP01,{THREDDS}/Meteo/{MOD}/{YEAR}/meteo20150221.nc,EMEP_MSC-W_model.rv4.15.OpenSource/meteo2015/EMEP01/,1794497530,6cb9fa79a1273a435f090c86c9788e29
201709,meteo,2015,EMEP01,{THREDDS}/Meteo/{MOD}/{YEAR}/meteo20150222.nc,EMEP_MSC-W_model.rv4.15.OpenSource/meteo2015/EMEP01/,1798533987,207b3ffa302d73bc1fc9f2da60934d96
201709,meteo,2015,EMEP01,{THREDDS}/Meteo/{MOD}/{YEAR}/meteo20150223.nc,EMEP_MSC-W_model.rv4.15.OpenSource/meteo2015/EMEP01/,1797684259,587edb1a92d5690c9150dc8791d844f1
201709,meteo,2015,EMEP01,{THREDDS}/Meteo/{MOD}/{YEAR}/meteo20150224.nc,EMEP_MSC-W_model.rv4.15.OpenSource/meteo2015/EMEP01/,1793915968,3f063f1ca9e2cc647e84bb2525a36d88
201709,meteo,2015,EMEP01,{THREDDS}/Meteo/{MOD}/{YEAR}/meteo20150225.nc,EMEP_MSC-W_model.rv4.15.OpenSource/meteo2015/EMEP01/,1783754054,fcf2ec7c3335b8c6ebbdddf4edd97749
201709,meteo,2015,EMEP01,{THREDDS}/Meteo/{MOD}/{YEAR}/meteo20150226.nc,EMEP_MSC-W_model.rv4.15.OpenSource/meteo2015/EMEP01/,1793119552,7e39e622e40c27780f6fe40ffdfdaecc
201709,meteo,2015,EMEP01,{THREDDS}/Meteo/{MOD}/{YEAR}/meteo20150227.nc,EMEP_MSC-W_model.rv4.15.OpenSource/meteo2015/EMEP01/,1776708872,b9c46d10b027a90142ab44efd112173e
201709,meteo,2015,EMEP01,{THREDDS}/Meteo/{MOD}/{YEAR}/meteo20150228.nc,EMEP_MSC-W_model.rv4.15.OpenSource/meteo2015/EMEP01/,1799935791,808f143f15b448a8c2a49aaac4c3ca3a
201709,meteo,2015,EMEP01,{THREDDS}/Meteo/{MOD}/{YEAR}/meteo20150301.nc,EMEP_MSC-W_model.rv4.15.OpenSource/meteo2015/EMEP01/,1775467267,5de4b4234a23a6148958b38debe45b94
201709,meteo,2015,EMEP01,{THREDDS}/Meteo/{MOD}/{YEAR}/meteo20150302.nc,EMEP_MSC-W_model.rv4.15.OpenSource/meteo2015/EMEP01/,1775670437,bc4d94b37ac9cd002afd98367d40ac4e
201709,meteo,2015,EMEP01,{THREDDS}/Meteo/{MOD}/{YEAR}/meteo20150303.nc,EMEP_MSC-W_model.rv4.15.OpenSource/meteo2015/EMEP01/,1783886037,dab1c5c6ed1e5b0b4c1cc6915cf812a6
201709,meteo,2015,EMEP01,{THREDDS}/Meteo/{MOD}/{YEAR}/meteo20150304.nc,EMEP_MSC-W_model.rv4.15.OpenSource/meteo2015/EMEP01/,1744346015,3a4f205d4d94ea25c029a0b58bb811ed
201709,meteo,2015,EMEP01,{THREDDS}/Meteo/{MOD}/{YEAR}/meteo20150305.nc,EMEP_MSC-W_model.rv4.15.OpenSource/meteo2015/EMEP01/,1740752762,d2439e549708daf78a42b74f14875cd5
201709,meteo,2015,EMEP01,{THREDDS}/Meteo/{MOD}/{YEAR}/meteo20150306.nc,EMEP_MSC-W_model.rv4.15.OpenSource/meteo2015/EMEP01/,1767572157,daf308e13a7e8b65b843106c8e08764b
201709,meteo,2015,EMEP01,{THREDDS}/Meteo/{MOD}/{YEAR}/meteo20150307.nc,EMEP_MSC-W_model.rv4.15.OpenSource/meteo2015/EMEP01/,1786253598,74ad33305b3dc08412307d182fb0fbb1
201709,meteo,2015,EMEP01,{THREDDS}/Meteo/{MOD}/{YEAR}/meteo20150308.nc,EMEP_MSC-W_model.rv4.15.OpenSource/meteo2015/EMEP01/,1781706115,091225421b5d950a10653229c9150b54
201709,meteo,2015,EMEP01,{THREDDS}/Meteo/{MOD}/{YEAR}/meteo20150309.nc,EMEP_MSC-W_model.rv4.15.OpenSource/meteo2015/EMEP01/,1775811332,47b0e69de59a78b0ea48d7affcee693f
201709,meteo,2015,EMEP01,{THREDDS}/Meteo/{MOD}/{YEAR}/meteo20150310.nc,EMEP_MSC-W_model.rv4.15.OpenSource/meteo2015/EMEP01/,1771998746,4f6f62e26508713fb507a9ed603a1884
201709,meteo,2015,EMEP01,{THREDDS}/Meteo/{MOD}/{YEAR}/meteo20150311.nc,EMEP_MSC-W_model.rv4.15.OpenSource/meteo2015/EMEP01/,1795411032,62c1fe59fccdd244eda46cef2cf7551c
201709,meteo,2015,EMEP01,{THREDDS}/Meteo/{MOD}/{YEAR}/meteo20150312.nc,EMEP_MSC-W_model.rv4.15.OpenSource/meteo2015/EMEP01/,1781987804,e74540a4ac37aaead6d41611e56924a0
201709,meteo,2015,EMEP01,{THREDDS}/Meteo/{MOD}/{YEAR}/meteo20150313.nc,EMEP_MSC-W_model.rv4.15.OpenSource/meteo2015/EMEP01/,1762601339,82649546af2b9e31e892fc6ced43f0dd
201709,meteo,2015,EMEP01,{THREDDS}/Meteo/{MOD}/{YEAR}/meteo20150314.nc,EMEP_MSC-W_model.rv4.15.OpenSource/meteo2015/EMEP01/,1735603044,99f942d8c1794ac920c6848d2954be25
201709,meteo,2015,EMEP01,{THREDDS}/Meteo/{MOD}/{YEAR}/meteo20150315.nc,EMEP_MSC-W_model.rv4.15.OpenSource/meteo2015/EMEP01/,1752062795,3e8379cf7dae0443e9cb411f3b5a292c
201709,meteo,2015,EMEP01,{THREDDS}/Meteo/{MOD}/{YEAR}/meteo20150316.nc,EMEP_MSC-W_model.rv4.15.OpenSource/meteo2015/EMEP01/,1757138464,1bf02dcc140fe8948f7ccd10241f4e0c
201709,meteo,2015,EMEP01,{THREDDS}/Meteo/{MOD}/{YEAR}/meteo20150317.nc,EMEP_MSC-W_model.rv4.15.OpenSource/meteo2015/EMEP01/,1704294471,ace468e3fababf4ae5a4506c858010f6
201709,meteo,2015,EMEP01,{THREDDS}/Meteo/{MOD}/{YEAR}/meteo20150318.nc,EMEP_MSC-W_model.rv4.15.OpenSource/meteo2015/EMEP01/,1718482421,ae21201ec9c973366835cbfe01fb412d
201709,meteo,2015,EMEP01,{THREDDS}/Meteo/{MOD}/{YEAR}/meteo20150319.nc,EMEP_MSC-W_model.rv4.15.OpenSource/meteo2015/EMEP01/,1729766142,7d108cb5d31cf339e3f9ada355030d41
201709,meteo,2015,EMEP01,{THREDDS}/Meteo/{MOD}/{YEAR}/meteo20150320.nc,EMEP_MSC-W_model.rv4.15.OpenSource/meteo2015/EMEP01/,1740423075,ce069600f36d42cec7c9b056a51ccf8b
201709,meteo,2015,EMEP01,{THREDDS}/Meteo/{MOD}/{YEAR}/meteo20150321.nc,EMEP_MSC-W_model.rv4.15.OpenSource/meteo2015/EMEP01/,1768237689,ed29224c90c6532c6fe31c2ac9cdb2de
201709,meteo,2015,EMEP01,{THREDDS}/Meteo/{MOD}/{YEAR}/meteo20150322.nc,EMEP_MSC-W_model.rv4.15.OpenSource/meteo2015/EMEP01/,1757331028,e7a18974d698308673026918e65cc9da
201709,meteo,2015,EMEP01,{THREDDS}/Meteo/{MOD}/{YEAR}/meteo20150323.nc,EMEP_MSC-W_model.rv4.15.OpenSource/meteo2015/EMEP01/,1761192144,aaa554a7db82c51a3e2ea83923dfbdc2
201709,meteo,2015,EMEP01,{THREDDS}/Meteo/{MOD}/{YEAR}/meteo20150324.nc,EMEP_MSC-W_model.rv4.15.OpenSource/meteo2015/EMEP01/,1742158068,40bacbebf91dc0e55fadcc31cf2b3246
201709,meteo,2015,EMEP01,{THREDDS}/Meteo/{MOD}/{YEAR}/meteo20150325.nc,EMEP_MSC-W_model.rv4.15.OpenSource/meteo2015/EMEP01/,1743133213,9a2853c9eca9f177c73b614eeee09b56
201709,meteo,2015,EMEP01,{THREDDS}/Meteo/{MOD}/{YEAR}/meteo20150326.nc,EMEP_MSC-W_model.rv4.15.OpenSource/meteo2015/EMEP01/,1770041037,775239e46d3464a2a717f740d24f53e8
201709,meteo,2015,EMEP01,{THREDDS}/Meteo/{MOD}/{YEAR}/meteo20150327.nc,EMEP_MSC-W_model.rv4.15.OpenSource/meteo2015/EMEP01/,1793588625,76dd0949b421f677b0ab4600f55a2877
201709,meteo,2015,EMEP01,{THREDDS}/Meteo/{MOD}/{YEAR}/meteo20150328.nc,EMEP_MSC-W_model.rv4.15.OpenSource/meteo2015/EMEP01/,1806095829,d0ee6ee108a43c664e0432635bfb555a
201709,meteo,2015,EMEP01,{THREDDS}/Meteo/{MOD}/{YEAR}/meteo20150329.nc,EMEP_MSC-W_model.rv4.15.OpenSource/meteo2015/EMEP01/,1805793677,95a795ffdd3dbf5b396977bfec25aa00
201709,meteo,2015,EMEP01,{THREDDS}/Meteo/{MOD}/{YEAR}/meteo20150330.nc,EMEP_MSC-W_model.rv4.15.OpenSource/meteo2015/EMEP01/,1798624215,e26fb4c7e88cc1135bc6dadd986d0311
201709,meteo,2015,EMEP01,{THREDDS}/Meteo/{MOD}/{YEAR}/meteo20150331.nc,EMEP_MSC-W_model.rv4.15.OpenSource/meteo2015/EMEP01/,1802560914,765a7a169017a9a8c7e309708e0d5ee2
201709,meteo,2015,EMEP01,{THREDDS}/Meteo/{MOD}/{YEAR}/meteo20150401.nc,EMEP_MSC-W_model.rv4.15.OpenSource/meteo2015/EMEP01/,1776889061,7338f2cbedda8bc3f1140046503fb512
201709,meteo,2015,EMEP01,{THREDDS}/Meteo/{MOD}/{YEAR}/meteo20150402.nc,EMEP_MSC-W_model.rv4.15.OpenSource/meteo2015/EMEP01/,1736779998,7706b27a09ec027ce09c1a81587ae2a3
201709,meteo,2015,EMEP01,{THREDDS}/Meteo/{MOD}/{YEAR}/meteo20150403.nc,EMEP_MSC-W_model.rv4.15.OpenSource/meteo2015/EMEP01/,1713059570,1a7cb678bb285911bc46ccfe11d9866d
201709,meteo,2015,EMEP01,{THREDDS}/Meteo/{MOD}/{YEAR}/meteo20150404.nc,EMEP_MSC-W_model.rv4.15.OpenSource/meteo2015/EMEP01/,1727490662,cf6172362483f380b61244f28938a499
201709,meteo,2015,EMEP01,{THREDDS}/Meteo/{MOD}/{YEAR}/meteo20150405.nc,EMEP_MSC-W_model.rv4.15.OpenSource/meteo2015/EMEP01/,1730815055,43f8a8260615a183f6553b82fb95e42e
201709,meteo,2015,EMEP01,{THREDDS}/Meteo/{MOD}/{YEAR}/meteo20150406.nc,EMEP_MSC-W_model.rv4.15.OpenSource/meteo2015/EMEP01/,1741341784,631e21b88890d88fbd517bdc396bc554
201709,meteo,2015,EMEP01,{THREDDS}/Meteo/{MOD}/{YEAR}/meteo20150407.nc,EMEP_MSC-W_model.rv4.15.OpenSource/meteo2015/EMEP01/,1753798420,f7bb6209701db95050e02d197fdbd237
201709,meteo,2015,EMEP01,{THREDDS}/Meteo/{MOD}/{YEAR}/meteo20150408.nc,EMEP_MSC-W_model.rv4.15.OpenSource/meteo2015/EMEP01/,1759663948,81c8e0b0b14634fb85f0986afc72d587
201709,meteo,2015,EMEP01,{THREDDS}/Meteo/{MOD}/{YEAR}/meteo20150409.nc,EMEP_MSC-W_model.rv4.15.OpenSource/meteo2015/EMEP01/,1770336046,03a289c0ca91f8b55233d7a22cb20d28
201709,meteo,2015,EMEP01,{THREDDS}/Meteo/{MOD}/{YEAR}/meteo20150410.nc,EMEP_MSC-W_model.rv4.15.OpenSource/meteo2015/EMEP01/,1767827662,b5e62f355c2ca76897c2c70fff06c720
201709,meteo,2015,EMEP01,{THREDDS}/Meteo/{MOD}/{YEAR}/meteo20150411.nc,EMEP_MSC-W_model.rv4.15.OpenSource/meteo2015/EMEP01/,1771713783,77dfc843bb42275ef6ace30cb3a54da7
201709,meteo,2015,EMEP01,{THREDDS}/Meteo/{MOD}/{YEAR}/meteo20150412.nc,EMEP_MSC-W_model.rv4.15.OpenSource/meteo2015/EMEP01/,1752398380,8e541a5bbd73de6f39f8f48d852aa629
201709,meteo,2015,EMEP01,{THREDDS}/Meteo/{MOD}/{YEAR}/meteo20150413.nc,EMEP_MSC-W_model.rv4.15.OpenSource/meteo2015/EMEP01/,1780621279,39acc0790fc8f1ba5e6210e2c4100d36
201709,meteo,2015,EMEP01,{THREDDS}/Meteo/{MOD}/{YEAR}/meteo20150414.nc,EMEP_MSC-W_model.rv4.15.OpenSource/meteo2015/EMEP01/,1755273652,1075e07db3be49c6d2e1aa810b6de981
201709,meteo,2015,EMEP01,{THREDDS}/Meteo/{MOD}/{YEAR}/meteo20150415.nc,EMEP_MSC-W_model.rv4.15.OpenSource/meteo2015/EMEP01/,1759286446,b5bea9dd648989b2ec22e10070f70458
201709,meteo,2015,EMEP01,{THREDDS}/Meteo/{MOD}/{YEAR}/meteo20150416.nc,EMEP_MSC-W_model.rv4.15.OpenSource/meteo2015/EMEP01/,1749755115,d64e367ef5ee11153265f3a1199d0dd2
201709,meteo,2015,EMEP01,{THREDDS}/Meteo/{MOD}/{YEAR}/meteo20150417.nc,EMEP_MSC-W_model.rv4.15.OpenSource/meteo2015/EMEP01/,1730557852,1a2cbd0393ad518223b7851d844c0144
201709,meteo,2015,EMEP01,{THREDDS}/Meteo/{MOD}/{YEAR}/meteo20150418.nc,EMEP_MSC-W_model.rv4.15.OpenSource/meteo2015/EMEP01/,1736992881,a11812777cec332e8eccda08f12d03eb
201709,meteo,2015,EMEP01,{THREDDS}/Meteo/{MOD}/{YEAR}/meteo20150419.nc,EMEP_MSC-W_model.rv4.15.OpenSource/meteo2015/EMEP01/,1737425662,67dab322d01387b1c40c49514a1974d3
201709,meteo,2015,EMEP01,{THREDDS}/Meteo/{MOD}/{YEAR}/meteo20150420.nc,EMEP_MSC-W_model.rv4.15.OpenSource/meteo2015/EMEP01/,1719392919,f0cb9de547702758f367296d6ee7f8a0
201709,meteo,2015,EMEP01,{THREDDS}/Meteo/{MOD}/{YEAR}/meteo20150421.nc,EMEP_MSC-W_model.rv4.15.OpenSource/meteo2015/EMEP01/,1734140559,d22e231d9de1a09b6f51ac5898d52aa5
201709,meteo,2015,EMEP01,{THREDDS}/Meteo/{MOD}/{YEAR}/meteo20150422.nc,EMEP_MSC-W_model.rv4.15.OpenSource/meteo2015/EMEP01/,1749282620,8704873bf2a896b75f78efc598b84911
201709,meteo,2015,EMEP01,{THREDDS}/Meteo/{MOD}/{YEAR}/meteo20150423.nc,EMEP_MSC-W_model.rv4.15.OpenSource/meteo2015/EMEP01/,1760872632,ff74ce7a551fd260bd3f0c288154f8e9
201709,meteo,2015,EMEP01,{THREDDS}/Meteo/{MOD}/{YEAR}/meteo20150424.nc,EMEP_MSC-W_model.rv4.15.OpenSource/meteo2015/EMEP01/,1758127214,0b8561baabfbbbad4dbf106b10ad0bbd
201709,meteo,2015,EMEP01,{THREDDS}/Meteo/{MOD}/{YEAR}/meteo20150425.nc,EMEP_MSC-W_model.rv4.15.OpenSource/meteo2015/EMEP01/,1748555282,8ff556da46b9ed780fa6aed5af5e0581
201709,meteo,2015,EMEP01,{THREDDS}/Meteo/{MOD}/{YEAR}/meteo20150426.nc,EMEP_MSC-W_model.rv4.15.OpenSource/meteo2015/EMEP01/,1743778761,34644ed3384d7edd4124e0d0c22be2c4
201709,meteo,2015,EMEP01,{THREDDS}/Meteo/{MOD}/{YEAR}/meteo20150427.nc,EMEP_MSC-W_model.rv4.15.OpenSource/meteo2015/EMEP01/,1744730176,9ee1b5ba048710e09346f3c310eefd2e
201709,meteo,2015,EMEP01,{THREDDS}/Meteo/{MOD}/{YEAR}/meteo20150428.nc,EMEP_MSC-W_model.rv4.15.OpenSource/meteo2015/EMEP01/,1740248656,3d7702fdaf195977ff29149a0068fddc
201709,meteo,2015,EMEP01,{THREDDS}/Meteo/{MOD}/{YEAR}/meteo20150429.nc,EMEP_MSC-W_model.rv4.15.OpenSource/meteo2015/EMEP01/,1740467379,ae2bb592bfbe00e543af20567013bce8
201709,meteo,2015,EMEP01,{THREDDS}/Meteo/{MOD}/{YEAR}/meteo20150430.nc,EMEP_MSC-W_model.rv4.15.OpenSource/meteo2015/EMEP01/,1730455074,914f1f438322179944b0b59891aef5d4
201709,meteo,2015,EMEP01,{THREDDS}/Meteo/{MOD}/{YEAR}/meteo20150501.nc,EMEP_MSC-W_model.rv4.15.OpenSource/meteo2015/EMEP01/,1752541967,45feb29be2eb537dae34545a6ca12d60
201709,meteo,2015,EMEP01,{THREDDS}/Meteo/{MOD}/{YEAR}/meteo20150502.nc,EMEP_MSC-W_model.rv4.15.OpenSource/meteo2015/EMEP01/,1766046923,5142bfed8ffac4bdf7c962101005dde9
201709,meteo,2015,EMEP01,{THREDDS}/Meteo/{MOD}/{YEAR}/meteo20150503.nc,EMEP_MSC-W_model.rv4.15.OpenSource/meteo2015/EMEP01/,1767527665,1597eb474367cbd9dd1f27f1dfad3d57
201709,meteo,2015,EMEP01,{THREDDS}/Meteo/{MOD}/{YEAR}/meteo20150504.nc,EMEP_MSC-W_model.rv4.15.OpenSource/meteo2015/EMEP01/,1771636867,6ff40147920be9f0f8722337deb90527
201709,meteo,2015,EMEP01,{THREDDS}/Meteo/{MOD}/{YEAR}/meteo20150505.nc,EMEP_MSC-W_model.rv4.15.OpenSource/meteo2015/EMEP01/,1752595025,4b1dfd08c113574605cbc950b7c002c4
201709,meteo,2015,EMEP01,{THREDDS}/Meteo/{MOD}/{YEAR}/meteo20150506.nc,EMEP_MSC-W_model.rv4.15.OpenSource/meteo2015/EMEP01/,1779118460,01e75996d5aaa0e06d6081e9516a9d95
201709,meteo,2015,EMEP01,{THREDDS}/Meteo/{MOD}/{YEAR}/meteo20150507.nc,EMEP_MSC-W_model.rv4.15.OpenSource/meteo2015/EMEP01/,1782083473,158bfc3df7f51d703066384468c58cd1
201709,meteo,2015,EMEP01,{THREDDS}/Meteo/{MOD}/{YEAR}/meteo20150508.nc,EMEP_MSC-W_model.rv4.15.OpenSource/meteo2015/EMEP01/,1752696927,4fbf9fed65497003fb8dac7bf64a8510
201709,meteo,2015,EMEP01,{THREDDS}/Meteo/{MOD}/{YEAR}/meteo20150509.nc,EMEP_MSC-W_model.rv4.15.OpenSource/meteo2015/EMEP01/,1756075946,907aac7af77303db35ff6ed4477eb26b
201709,meteo,2015,EMEP01,{THREDDS}/Meteo/{MOD}/{YEAR}/meteo20150510.nc,EMEP_MSC-W_model.rv4.15.OpenSource/meteo2015/EMEP01/,1758940368,43bca32771996fb8cb35f46b6bf6ed97
201709,meteo,2015,EMEP01,{THREDDS}/Meteo/{MOD}/{YEAR}/meteo20150511.nc,EMEP_MSC-W_model.rv4.15.OpenSource/meteo2015/EMEP01/,1736242943,fedcfce1757e826590c3fd13653f6256
201709,meteo,2015,EMEP01,{THREDDS}/Meteo/{MOD}/{YEAR}/meteo20150512.nc,EMEP_MSC-W_model.rv4.15.OpenSource/meteo2015/EMEP01/,1743680989,3382dca1e71e84e39deda5479a2701e4
201709,meteo,2015,EMEP01,{THREDDS}/Meteo/{MOD}/{YEAR}/meteo20150513.nc,EMEP_MSC-W_model.rv4.15.OpenSource/meteo2015/EMEP01/,1749871631,8ff485a0d8519f18c141e083396e8356
201709,meteo,2015,EMEP01,{THREDDS}/Meteo/{MOD}/{YEAR}/meteo20150514.nc,EMEP_MSC-W_model.rv4.15.OpenSource/meteo2015/EMEP01/,1740433056,33cbacad1199882324284c3febcc28e3
201709,meteo,2015,EMEP01,{THREDDS}/Meteo/{MOD}/{YEAR}/meteo20150515.nc,EMEP_MSC-W_model.rv4.15.OpenSource/meteo2015/EMEP01/,1756796767,ed710e89514961c41edd251e1105d567
201709,meteo,2015,EMEP01,{THREDDS}/Meteo/{MOD}/{YEAR}/meteo20150516.nc,EMEP_MSC-W_model.rv4.15.OpenSource/meteo2015/EMEP01/,1750383827,03092a1716e59b42a3c4f17d2babcbeb
